trackId,initialFrame,finalFrame,Frame_nums,width,length,class,CrossType,Signal_Violation_Behavior
12,58,230,173,1.8738723788818479,4.909209012930908,car,StraightCross,No violation of traffic lights
14,85,147,63,1.8336955596058868,4.863515733705207,car,StraightCross,No violation of traffic lights
15,97,148,52,1.8724083213932259,4.732749193461519,car,StraightCross,yellow-light running 
18,141,255,115,1.7029965154376296,4.3889829507800515,car,StraightCross,No violation of traffic lights
23,244,347,104,0.68471196280262,1.5469692930881331,motorcycle,StraightCross,red-light running
27,270,343,74,1.793886016930107,4.199995085439056,car,StraightCross,No violation of traffic lights
28,290,367,78,1.6804505244624146,4.470922000969976,car,StraightCross,No violation of traffic lights
29,311,367,57,1.850523729583394,5.025682758450196,car,StraightCross,No violation of traffic lights
30,316,487,172,0.6457818918409232,1.4482860658971033,bicycle,StraightCross,red-light running
31,322,506,185,0.7690363851032602,1.7524097008360722,bicycle,StraightCross,red-light running
33,368,454,87,1.6071146535310101,3.9177872266253204,car,StraightCross,No violation of traffic lights
34,393,511,119,0.9463825445381243,1.6865190036993192,tricycle,StraightCross,No violation of traffic lights
36,455,539,85,1.582805589796007,4.057891196188421,car,StraightCross,No violation of traffic lights
38,516,631,116,0.6499088224148601,1.5815052742299143,bicycle,StraightCross,No violation of traffic lights
40,618,920,303,1.7643051916893318,4.717307761038275,car,StraightCross,No violation of traffic lights
42,686,803,118,1.222641182364774,2.9756663001664325,tricycle,StraightCross,No violation of traffic lights
43,689,841,153,0.8438707613050964,2.0056360051478355,motorcycle,StraightCross,No violation of traffic lights
45,722,816,95,0.6823325089866209,1.5424338167963523,motorcycle,StraightCross,red-light running
47,734,1155,422,1.75966854484644,4.293438230462645,car,StraightCross,No violation of traffic lights
48,736,848,113,1.851886876965601,4.661697632025639,car,StraightCross,No violation of traffic lights
50,752,1201,450,0.6159164187188281,1.4858857350271077,bicycle,StraightCross,No violation of traffic lights
53,789,879,91,1.7712495398390085,4.671850113529344,car,StraightCross,No violation of traffic lights
57,837,1026,190,0.7512583854861328,1.9124043032148177,motorcycle,StraightCross,red-light running
58,856,1136,281,1.9218279278368742,4.549618863098525,car,StraightCross,No violation of traffic lights
60,872,966,95,1.8069171013021337,4.632434844277544,car,StraightCross,No violation of traffic lights
62,953,1069,117,0.6674754421484673,1.5728295377807158,motorcycle,StraightCross,red-light running
65,1080,1159,80,1.6394157495144834,3.9172022741479067,car,StraightCross,No violation of traffic lights
66,967,1086,120,0.7630929212252201,1.583674441915285,motorcycle,StraightCross,red-light running
73,1150,1442,293,1.8191721416715538,4.636535358196287,car,StraightCross,No violation of traffic lights
74,1144,1281,138,0.6810396408497825,1.6766090299702252,bicycle,StraightCross,No violation of traffic lights
75,1147,1217,71,1.8458048420066049,4.89243105052363,car,StraightCross,No violation of traffic lights
80,1229,1280,52,0.8280361567058322,2.025435935392475,motorcycle,StraightCross,No violation of traffic lights
82,1261,1480,220,0.9554649665488503,2.151209655413852,motorcycle,StraightCross,No violation of traffic lights
84,1359,1568,210,0.6249385895639287,1.6065451248153915,bicycle,StraightCross,No violation of traffic lights
88,1442,1765,324,1.851672335893759,4.445862269571697,car,StraightCross,No violation of traffic lights
90,1454,1720,267,0.633427837374649,1.6442425879030802,bicycle,StraightCross,No violation of traffic lights
91,1469,1615,147,0.6880482383787979,1.680433956498627,motorcycle,StraightCross,No violation of traffic lights
94,1517,1848,332,0.6857909535848757,1.5734178300343458,bicycle,StraightCross,No violation of traffic lights
95,1536,1655,120,0.8128917027688267,1.5691623944790114,motorcycle,StraightCross,No violation of traffic lights
96,1531,1851,321,0.6491025678926314,1.569509766452459,bicycle,StraightCross,No violation of traffic lights
97,1710,1909,200,1.0326787107839714,2.3241262157526377,tricycle,StraightCross,red-light running
98,1776,2005,230,0.607218024614206,1.589997119864188,motorcycle,StraightCross,red-light running
99,1792,1932,141,0.6648079071236439,1.7178086055231123,bicycle,StraightCross,No violation of traffic lights
102,1811,2091,281,0.5875495199487079,1.4931278999308395,bicycle,StraightCross,red-light running
103,1828,1893,66,0.839454029556903,1.9898207457174633,motorcycle,StraightCross,No violation of traffic lights
104,1856,2227,372,1.6817489365839742,3.967791281085033,car,StraightCross,No violation of traffic lights
105,1948,2033,86,1.7391164755528452,4.59206612600321,car,StraightCross,No violation of traffic lights
108,1951,2074,124,0.7372516364791959,1.567497163259407,motorcycle,StraightCross,red-light running
109,1989,2417,429,0.6429563629247605,1.5496457358930489,motorcycle,StraightCross,No violation of traffic lights
110,2013,2377,365,1.7394848463322181,4.279262185165433,car,StraightCross,No violation of traffic lights
111,2043,2253,211,1.707126141654018,2.1786264453442334,tricycle,StraightCross,No violation of traffic lights
112,2061,2218,158,0.6547219277820262,1.7402652054816532,bicycle,StraightCross,red-light running
118,2153,2233,81,1.6107205356793988,3.5590900883826166,car,StraightCross,No violation of traffic lights
122,2222,2500,279,0.8330941122037644,1.467087343507363,motorcycle,StraightCross,red-light running
123,2254,2642,389,1.8096420935413162,4.522122514147809,car,StraightCross,No violation of traffic lights
124,2313,2663,351,1.9306925566012294,4.903830605718183,car,StraightCross,No violation of traffic lights
129,2352,2626,275,1.8489805977449263,5.119749606835979,car,StraightCross,No violation of traffic lights
131,2373,2428,56,1.8976788922157621,4.7586781918246155,car,StraightCross,No violation of traffic lights
132,2383,2535,153,0.8351402560703747,1.6801924352133952,motorcycle,StraightCross,red-light running
135,2425,2687,263,0.7122074051664691,1.6929063284984376,bicycle,StraightCross,red-light running
136,2481,8922,6442,1.1453732460094228,3.048968802743601,tricycle,StraightCross,No violation of traffic lights
137,2502,2754,253,1.8640137118070685,4.692427004437075,car,StraightCross,No violation of traffic lights
139,2520,2644,125,1.64432537328204,4.278848051371663,car,StraightCross,No violation of traffic lights
140,2513,2931,419,1.8100812962794592,4.399734703035462,car,StraightCross,No violation of traffic lights
142,2527,2864,338,0.8057953072815355,1.6380110384106072,motorcycle,StraightCross,red-light running
144,2557,2676,120,1.8298919024371558,4.557026682970514,car,StraightCross,No violation of traffic lights
147,2636,2784,149,0.5832267801275319,1.5034984410342178,motorcycle,StraightCross,No violation of traffic lights
148,2630,2906,277,0.7954319213537534,1.5909017013235272,bicycle,StraightCross,No violation of traffic lights
151,2746,2817,72,1.6480351341598374,2.835986132146082,car,StraightCross,No violation of traffic lights
154,2841,2937,97,1.1228779704842768,2.907006898269061,tricycle,StraightCross,No violation of traffic lights
156,2857,2945,89,0.7955491309345348,1.9338162436886706,motorcycle,StraightCross,No violation of traffic lights
157,2876,3086,211,0.6201249303114783,1.6567295845649206,motorcycle,StraightCross,red-light running
159,2938,3249,312,1.9006633039316578,5.16555848793614,car,StraightCross,No violation of traffic lights
161,2984,3158,175,0.6575930251100016,1.5544645417539986,motorcycle,StraightCross,red-light running
162,2982,3134,153,0.6820158105646934,1.6913845401780156,bicycle,StraightCross,No violation of traffic lights
163,3051,3124,74,1.507617527163609,2.6404527280050925,tricycle,StraightCross,No violation of traffic lights
164,3092,3273,182,1.9125188741595882,4.808189998474674,car,StraightCross,No violation of traffic lights
167,3139,3290,152,0.7780629189480914,1.66755391108594,motorcycle,StraightCross,No violation of traffic lights
168,3215,3502,288,1.7727818435615177,4.1520440687338445,car,StraightCross,No violation of traffic lights
172,3241,3462,222,0.6170724632064509,1.545316737570573,bicycle,StraightCross,No violation of traffic lights
173,3255,3320,66,1.8875920527116825,4.841741083134609,car,StraightCross,No violation of traffic lights
174,3245,3426,182,0.6637490002854273,1.5951161841287724,bicycle,StraightCross,No violation of traffic lights
177,3329,3417,89,0.8819213149796344,1.749213185805812,motorcycle,StraightCross,red-light running
179,3472,3540,69,1.8118377759848896,4.565527951388404,car,StraightCross,No violation of traffic lights
180,3496,3792,297,0.6503978325846355,1.4856930306510885,bicycle,StraightCross,red-light running
184,3548,3632,85,0.6815757217812123,1.706051383385106,motorcycle,StraightCross,No violation of traffic lights
188,3590,3916,327,0.655390176925906,1.6597140256935203,bicycle,StraightCross,No violation of traffic lights
190,3601,3682,82,1.809525109315113,4.58463705927689,car,StraightCross,No violation of traffic lights
192,3699,3738,40,1.823693915862405,4.683879055635271,car,StraightCross,yellow-light running 
193,3702,3739,38,1.7502122104263735,4.608543547852272,car,StraightCross,yellow-light running 
195,3797,3871,75,1.776584278630102,4.606620578665133,car,StraightCross,No violation of traffic lights
197,3836,3926,91,0.6687084989920379,1.5806541482530816,motorcycle,StraightCross,No violation of traffic lights
198,3853,4010,158,0.682845015775875,1.6361782610297084,bicycle,StraightCross,No violation of traffic lights
199,3873,4280,408,0.7903206870846535,1.945330370198016,tricycle,StraightCross,No violation of traffic lights
201,3849,3928,80,1.8749568264677932,4.809878872202669,car,StraightCross,No violation of traffic lights
203,3864,4029,166,0.7298208647495534,1.657785621422564,motorcycle,StraightCross,No violation of traffic lights
205,3916,4127,212,1.876842117248943,4.780457734956311,car,StraightCross,No violation of traffic lights
206,3915,3995,81,1.799747036974111,4.729992573264603,car,StraightCross,No violation of traffic lights
207,3956,4102,147,0.6878784549030142,1.7728625136911795,motorcycle,StraightCross,No violation of traffic lights
208,3997,4178,182,0.8390704073726634,1.8932579430544962,motorcycle,StraightCross,red-light running
212,4087,4278,192,0.6532065284257871,1.737841417122759,bicycle,StraightCross,No violation of traffic lights
213,4125,4280,156,1.3173782454215872,2.255438047537706,tricycle,StraightCross,No violation of traffic lights
215,4156,4366,211,0.6327793434849197,1.6086800969103645,motorcycle,StraightCross,red-light running
217,4160,4242,83,0.725530158531055,1.6912661056276563,motorcycle,StraightCross,No violation of traffic lights
220,4186,4234,49,1.6281654709795557,3.808762050901229,car,StraightCross,No violation of traffic lights
221,4219,4326,108,0.7770067498297805,1.7168832633429638,motorcycle,StraightCross,No violation of traffic lights
224,4307,4444,138,1.6526991163401037,3.9327282876965204,car,StraightCross,No violation of traffic lights
225,4347,4582,236,1.659971538453724,4.371159551207962,car,StraightCross,No violation of traffic lights
226,4355,4529,175,0.6438157161391983,1.6236546995550332,bicycle,StraightCross,red-light running
227,4360,4531,172,0.6353255504384648,1.5740388852168588,bicycle,StraightCross,red-light running
228,4385,4492,108,1.7122247741970225,4.407257569072777,car,StraightCross,No violation of traffic lights
229,4413,4658,246,0.9641294403843114,2.210833984043641,motorcycle,StraightCross,red-light running
230,4457,4726,270,1.9742720855728033,3.6969116503160047,car,StraightCross,No violation of traffic lights
231,4474,4593,120,0.756546251792587,1.6848096958308203,motorcycle,StraightCross,No violation of traffic lights
232,4475,4554,80,0.9066228443753159,2.272883386276203,motorcycle,StraightCross,No violation of traffic lights
234,4550,5073,524,0.8586158097796754,1.5370626164005854,bicycle,StraightCross,yellow-light running 
235,4564,4689,126,0.6571266676662635,1.6526465545359235,bicycle,StraightCross,red-light running
236,4599,4864,266,0.7382765221763024,1.5153093986076502,bicycle,StraightCross,red-light running
238,4634,4755,122,0.8232766137819857,1.6229067837324973,motorcycle,StraightCross,red-light running
239,4627,4734,108,0.9918248975300852,2.9321030828775325,tricycle,StraightCross,No violation of traffic lights
242,4667,4745,79,0.865690577513001,1.648271192370418,motorcycle,StraightCross,No violation of traffic lights
243,4678,5227,550,0.8087590623616308,1.8807839590811173,motorcycle,StraightCross,red-light running
249,4780,4946,167,0.7738176572053254,1.5046304323278286,motorcycle,StraightCross,red-light running
250,4813,5126,314,1.8056213270957477,4.73561825207706,car,StraightCross,No violation of traffic lights
251,4796,5042,247,1.7701675456406756,4.216088480890381,car,StraightCross,No violation of traffic lights
254,4832,5119,288,0.8075105991227952,1.719781527891591,bicycle,StraightCross,red-light running
258,4883,5009,127,0.6786184737668317,1.7673446804695465,motorcycle,StraightCross,No violation of traffic lights
261,4969,5088,120,0.6258601820060554,1.5207373794913577,motorcycle,StraightCross,No violation of traffic lights
264,5058,5199,142,0.7536586239316145,1.5719226249877263,motorcycle,StraightCross,red-light running
266,5147,5288,142,0.637571225802777,1.6794229487212353,bicycle,StraightCross,red-light running
267,5159,5288,130,0.6837916236298259,1.5232805798063154,bicycle,StraightCross,red-light running
268,5206,5350,145,0.6756686288956771,1.6747904736522838,bicycle,StraightCross,No violation of traffic lights
271,5318,5658,341,1.846816492490611,4.5884202886630145,car,StraightCross,No violation of traffic lights
272,5327,5659,333,1.810806016502192,4.675843026243635,car,StraightCross,No violation of traffic lights
273,5334,5490,157,0.6322723004787675,1.674393414420501,bicycle,StraightCross,No violation of traffic lights
275,5398,5713,316,0.8302605194352229,1.7252914447817702,motorcycle,StraightCross,red-light running
276,5413,5600,188,0.7327324930222391,1.7194754693018035,bicycle,StraightCross,No violation of traffic lights
277,5413,5730,318,0.62551396667214,1.5198551643974278,bicycle,StraightCross,red-light running
281,5475,5538,64,1.6885966826032397,4.117352715429926,car,StraightCross,No violation of traffic lights
283,5482,5629,148,0.810938032635464,1.8028954495036142,motorcycle,StraightCross,No violation of traffic lights
287,5569,5723,155,0.7863103432739911,1.662060261626978,bicycle,StraightCross,No violation of traffic lights
289,5632,5752,121,0.6202209222319374,1.4567982806621786,motorcycle,StraightCross,No violation of traffic lights
290,5654,5907,254,1.8414909292537176,4.390751837177515,car,StraightCross,No violation of traffic lights
297,5860,6233,374,1.6801219249601604,4.305999198667614,car,StraightCross,No violation of traffic lights
298,5877,6088,212,1.143993338818776,2.0192106155857257,motorcycle,StraightCross,red-light running
299,5878,6009,132,0.6284321799528054,1.6298299106367489,bicycle,StraightCross,No violation of traffic lights
300,5887,5969,83,1.855305315597659,4.767478302262621,car,StraightCross,No violation of traffic lights
301,5891,6019,129,0.6885343396862658,1.6317743968494844,bicycle,StraightCross,No violation of traffic lights
302,5912,6253,342,1.7259656222449973,4.104844399015952,car,StraightCross,No violation of traffic lights
305,5920,6001,82,1.8247677170882604,4.825122355959835,car,StraightCross,No violation of traffic lights
307,5944,6275,332,0.6184275672525669,1.6137360177818214,bicycle,StraightCross,red-light running
308,5939,5992,54,1.8292034723927575,4.676520913217452,car,StraightCross,No violation of traffic lights
309,5943,6021,79,1.941747566689021,5.125911363383977,car,StraightCross,No violation of traffic lights
312,5980,6053,74,0.6939317588353983,1.684711027644707,motorcycle,StraightCross,No violation of traffic lights
314,6074,6186,113,0.6902313502708397,1.7566601892099067,bicycle,StraightCross,No violation of traffic lights
316,6115,6221,107,1.8025483542447491,4.6686086465142065,car,StraightCross,No violation of traffic lights
317,6162,6275,114,0.7856004123013512,1.7021820960749088,motorcycle,StraightCross,No violation of traffic lights
319,6183,6535,353,1.8010553482801226,4.598901072472662,car,StraightCross,No violation of traffic lights
320,6186,6372,187,0.7767030522325383,1.5222123354236359,motorcycle,StraightCross,red-light running
321,6209,6313,105,1.7230936239742272,4.535961662650968,car,StraightCross,No violation of traffic lights
323,6247,6334,88,1.6357050219769276,4.16541679038083,car,StraightCross,No violation of traffic lights
324,6257,6351,95,0.7147740129712331,1.7948644649587855,motorcycle,StraightCross,No violation of traffic lights
325,6305,6461,157,0.7086307191470667,1.619049484844213,bicycle,StraightCross,red-light running
327,6326,6416,91,1.8812809687598868,4.742094691521304,car,StraightCross,No violation of traffic lights
329,6347,6510,164,2.0244260087590025,4.276640903397693,car,StraightCross,No violation of traffic lights
330,6368,6463,96,0.718024104200992,1.9837088625041064,motorcycle,StraightCross,No violation of traffic lights
332,6486,6559,74,1.8778066945135565,4.653242883133033,car,StraightCross,No violation of traffic lights
333,6491,6553,63,1.7894749989645287,4.658126520131713,car,StraightCross,No violation of traffic lights
339,6535,6674,140,0.7204165571106457,1.706667645786537,bicycle,StraightCross,No violation of traffic lights
340,6533,6604,72,0.6806879890492229,1.6656703249902636,bicycle,StraightCross,No violation of traffic lights
342,6546,6636,91,1.8024261615815218,4.55106856281767,car,StraightCross,No violation of traffic lights
